approxkl,value_loss,clipfrac,explained_variance,n_updates,time_elapsed,policy_loss,fps,serial_timesteps,policy_entropy,total_timesteps
nan,nan,0.0,nan,4190,1094.4528350830078,nan,538,536320,nan,536320
nan,nan,0.0,nan,4191,1094.6917431354523,nan,549,536448,nan,536448
nan,nan,0.0,nan,4192,1094.925756931305,nan,528,536576,nan,536576
nan,nan,0.0,nan,4193,1095.1692550182343,nan,547,536704,nan,536704
nan,nan,0.0,nan,4194,1095.4039890766144,nan,541,536832,nan,536832
nan,nan,0.0,nan,4195,1095.641489982605,nan,548,536960,nan,536960
nan,nan,0.0,nan,4196,1095.875792980194,nan,545,537088,nan,537088
nan,nan,0.0,nan,4197,1096.1111860275269,nan,546,537216,nan,537216
nan,nan,0.0,nan,4198,1096.3461961746216,nan,551,537344,nan,537344
nan,nan,0.0,nan,4199,1096.5794031620026,nan,542,537472,nan,537472
nan,nan,0.0,nan,4200,1096.8165702819824,nan,549,537600,nan,537600
nan,nan,0.0,nan,4201,1097.0505878925323,nan,531,537728,nan,537728
nan,nan,0.0,nan,4202,1097.2925550937653,nan,551,537856,nan,537856
nan,nan,0.0,nan,4203,1097.5255651474,nan,533,537984,nan,537984
nan,nan,0.0,nan,4204,1097.7665679454803,nan,550,538112,nan,538112
nan,nan,0.0,nan,4205,1098.000108242035,nan,524,538240,nan,538240
nan,nan,0.0,nan,4206,1098.245278120041,nan,544,538368,nan,538368
nan,nan,0.0,nan,4207,1098.481467962265,nan,523,538496,nan,538496
nan,nan,0.0,nan,4208,1098.7268769741058,nan,541,538624,nan,538624
nan,nan,0.0,nan,4209,1098.9642922878265,nan,531,538752,nan,538752
nan,nan,0.0,nan,4210,1099.2064609527588,nan,545,538880,nan,538880
nan,nan,0.0,nan,4211,1099.4422671794891,nan,528,539008,nan,539008
nan,nan,0.0,nan,4212,1099.6856651306152,nan,548,539136,nan,539136
nan,nan,0.0,nan,4213,1099.9200489521027,nan,529,539264,nan,539264
nan,nan,0.0,nan,4214,1100.1629829406738,nan,541,539392,nan,539392
nan,nan,0.0,nan,4215,1100.4000630378723,nan,540,539520,nan,539520
nan,nan,0.0,nan,4216,1100.6376571655273,nan,542,539648,nan,539648
nan,nan,0.0,nan,4217,1100.8744571208954,nan,540,539776,nan,539776
nan,nan,0.0,nan,4218,1101.112293958664,nan,540,539904,nan,539904
nan,nan,0.0,nan,4219,1101.3500962257385,nan,545,540032,nan,540032
nan,nan,0.0,nan,4220,1101.5856230258942,nan,538,540160,nan,540160
nan,nan,0.0,nan,4221,1101.8245701789856,nan,547,540288,nan,540288
nan,nan,0.0,nan,4222,1102.0591900348663,nan,538,540416,nan,540416
nan,nan,0.0,nan,4223,1102.297839164734,nan,551,540544,nan,540544
nan,nan,0.0,nan,4224,1102.530956029892,nan,539,540672,nan,540672
nan,nan,0.0,nan,4225,1102.769240140915,nan,549,540800,nan,540800
nan,nan,0.0,nan,4226,1103.003053188324,nan,535,540928,nan,540928
nan,nan,0.0,nan,4227,1103.243247270584,nan,550,541056,nan,541056
nan,nan,0.0,nan,4228,1103.4768409729004,nan,523,541184,nan,541184
nan,nan,0.0,nan,4229,1103.72225689888,nan,547,541312,nan,541312
nan,nan,0.0,nan,4230,1103.9571361541748,nan,526,541440,nan,541440
nan,nan,0.0,nan,4231,1104.2012963294983,nan,551,541568,nan,541568
nan,nan,0.0,nan,4232,1104.434674024582,nan,533,541696,nan,541696
nan,nan,0.0,nan,4233,1104.6762602329254,nan,540,541824,nan,541824
nan,nan,0.0,nan,4234,1104.9142391681671,nan,530,541952,nan,541952
nan,nan,0.0,nan,4235,1105.1565382480621,nan,548,542080,nan,542080
nan,nan,0.0,nan,4236,1105.3910431861877,nan,542,542208,nan,542208
nan,nan,0.0,nan,4237,1105.627830028534,nan,549,542336,nan,542336
nan,nan,0.0,nan,4238,1105.8617100715637,nan,548,542464,nan,542464
nan,nan,0.0,nan,4239,1106.096176147461,nan,540,542592,nan,542592
nan,nan,0.0,nan,4240,1106.3340411186218,nan,552,542720,nan,542720
nan,nan,0.0,nan,4241,1106.5668239593506,nan,539,542848,nan,542848
nan,nan,0.0,nan,4242,1106.8051891326904,nan,549,542976,nan,542976
nan,nan,0.0,nan,4243,1107.0389411449432,nan,537,543104,nan,543104
nan,nan,0.0,nan,4244,1107.278361082077,nan,551,543232,nan,543232
nan,nan,0.0,nan,4245,1107.511402130127,nan,538,543360,nan,543360
nan,nan,0.0,nan,4246,1107.7502591609955,nan,546,543488,nan,543488
nan,nan,0.0,nan,4247,1107.9855210781097,nan,527,543616,nan,543616
nan,nan,0.0,nan,4248,1108.2291181087494,nan,550,543744,nan,543744
nan,nan,0.0,nan,4249,1108.4629662036896,nan,525,543872,nan,543872
nan,nan,0.0,nan,4250,1108.7077310085297,nan,548,544000,nan,544000
nan,nan,0.0,nan,4251,1108.942395210266,nan,540,544128,nan,544128
nan,nan,0.0,nan,4252,1109.180227279663,nan,550,544256,nan,544256
nan,nan,0.0,nan,4253,1109.4136929512024,nan,538,544384,nan,544384
nan,nan,0.0,nan,4254,1109.6527450084686,nan,552,544512,nan,544512
nan,nan,0.0,nan,4255,1109.8856599330902,nan,530,544640,nan,544640
nan,nan,0.0,nan,4256,1110.1291210651398,nan,534,544768,nan,544768
nan,nan,0.0,nan,4257,1110.3694050312042,nan,546,544896,nan,544896
nan,nan,0.0,nan,4258,1110.6048011779785,nan,543,545024,nan,545024
nan,nan,0.0,nan,4259,1110.8411872386932,nan,550,545152,nan,545152
nan,nan,0.0,nan,4260,1111.0744562149048,nan,539,545280,nan,545280
nan,nan,0.0,nan,4261,1111.312774181366,nan,551,545408,nan,545408
nan,nan,0.0,nan,4262,1111.5458099842072,nan,535,545536,nan,545536
nan,nan,0.0,nan,4263,1111.7859473228455,nan,550,545664,nan,545664
nan,nan,0.0,nan,4264,1112.0198023319244,nan,520,545792,nan,545792
nan,nan,0.0,nan,4265,1112.266538143158,nan,551,545920,nan,545920
nan,nan,0.0,nan,4266,1112.4996852874756,nan,525,546048,nan,546048
nan,nan,0.0,nan,4267,1112.744285106659,nan,546,546176,nan,546176
nan,nan,0.0,nan,4268,1112.979798078537,nan,503,546304,nan,546304
nan,nan,0.0,nan,4269,1113.2349870204926,nan,545,546432,nan,546432
nan,nan,0.0,nan,4270,1113.470742225647,nan,500,546560,nan,546560
nan,nan,0.0,nan,4271,1113.7276861667633,nan,527,546688,nan,546688
nan,nan,0.0,nan,4272,1113.971776008606,nan,518,546816,nan,546816
nan,nan,0.0,nan,4273,1114.2198140621185,nan,546,546944,nan,546944
nan,nan,0.0,nan,4274,1114.4550092220306,nan,529,547072,nan,547072
nan,nan,0.0,nan,4275,1114.6977500915527,nan,532,547200,nan,547200
nan,nan,0.0,nan,4276,1114.939194202423,nan,527,547328,nan,547328
nan,nan,0.0,nan,4277,1115.1829500198364,nan,550,547456,nan,547456
nan,nan,0.0,nan,4278,1115.4166960716248,nan,438,547584,nan,547584
nan,nan,0.0,nan,4279,1115.7100241184235,nan,502,547712,nan,547712
nan,nan,0.0,nan,4280,1115.965595960617,nan,527,547840,nan,547840
nan,nan,0.0,nan,4281,1116.209055185318,nan,547,547968,nan,547968
nan,nan,0.0,nan,4282,1116.4440371990204,nan,533,548096,nan,548096
nan,nan,0.0,nan,4283,1116.6849300861359,nan,546,548224,nan,548224
nan,nan,0.0,nan,4284,1116.9201111793518,nan,509,548352,nan,548352
nan,nan,0.0,nan,4285,1117.1726579666138,nan,541,548480,nan,548480
nan,nan,0.0,nan,4286,1117.4102022647858,nan,519,548608,nan,548608
nan,nan,0.0,nan,4287,1117.6575422286987,nan,536,548736,nan,548736
nan,nan,0.0,nan,4288,1117.8973729610443,nan,515,548864,nan,548864
nan,nan,0.0,nan,4289,1118.1465339660645,nan,548,548992,nan,548992
nan,nan,0.0,nan,4290,1118.3812081813812,nan,540,549120,nan,549120
nan,nan,0.0,nan,4291,1118.6187672615051,nan,521,549248,nan,549248
nan,nan,0.0,nan,4292,1118.8652050495148,nan,547,549376,nan,549376
nan,nan,0.0,nan,4293,1119.1002321243286,nan,533,549504,nan,549504
nan,nan,0.0,nan,4294,1119.3412220478058,nan,542,549632,nan,549632
nan,nan,0.0,nan,4295,1119.5781891345978,nan,538,549760,nan,549760
nan,nan,0.0,nan,4296,1119.8171861171722,nan,546,549888,nan,549888
nan,nan,0.0,nan,4297,1120.0523369312286,nan,527,550016,nan,550016
nan,nan,0.0,nan,4298,1120.2959098815918,nan,541,550144,nan,550144
nan,nan,0.0,nan,4299,1120.533627986908,nan,532,550272,nan,550272
nan,nan,0.0,nan,4300,1120.7751801013947,nan,547,550400,nan,550400
nan,nan,0.0,nan,4301,1121.0101079940796,nan,539,550528,nan,550528
nan,nan,0.0,nan,4302,1121.2482409477234,nan,546,550656,nan,550656
nan,nan,0.0,nan,4303,1121.4835269451141,nan,534,550784,nan,550784
nan,nan,0.0,nan,4304,1121.7239491939545,nan,543,550912,nan,550912
nan,nan,0.0,nan,4305,1121.9604201316833,nan,538,551040,nan,551040
nan,nan,0.0,nan,4306,1122.1994261741638,nan,550,551168,nan,551168
nan,nan,0.0,nan,4307,1122.4331772327423,nan,537,551296,nan,551296
nan,nan,0.0,nan,4308,1122.67245221138,nan,549,551424,nan,551424
nan,nan,0.0,nan,4309,1122.9064781665802,nan,538,551552,nan,551552
nan,nan,0.0,nan,4310,1123.1454532146454,nan,552,551680,nan,551680
nan,nan,0.0,nan,4311,1123.378494977951,nan,534,551808,nan,551808
nan,nan,0.0,nan,4312,1123.618907213211,nan,533,551936,nan,551936
nan,nan,0.0,nan,4313,1123.8598301410675,nan,550,552064,nan,552064
nan,nan,0.0,nan,4314,1124.093384027481,nan,523,552192,nan,552192
nan,nan,0.0,nan,4315,1124.3388612270355,nan,543,552320,nan,552320
nan,nan,0.0,nan,4316,1124.5754120349884,nan,530,552448,nan,552448
nan,nan,0.0,nan,4317,1124.8179061412811,nan,551,552576,nan,552576
nan,nan,0.0,nan,4318,1125.0507600307465,nan,527,552704,nan,552704
nan,nan,0.0,nan,4319,1125.2943329811096,nan,520,552832,nan,552832
nan,nan,0.0,nan,4320,1125.5411682128906,nan,527,552960,nan,552960
nan,nan,0.0,nan,4321,1125.7849340438843,nan,548,553088,nan,553088
nan,nan,0.0,nan,4322,1126.0195689201355,nan,539,553216,nan,553216
nan,nan,0.0,nan,4323,1126.2578840255737,nan,550,553344,nan,553344
nan,nan,0.0,nan,4324,1126.4914560317993,nan,512,553472,nan,553472
nan,nan,0.0,nan,4325,1126.742124080658,nan,541,553600,nan,553600
nan,nan,0.0,nan,4326,1126.9796311855316,nan,539,553728,nan,553728
nan,nan,0.0,nan,4327,1127.218024969101,nan,550,553856,nan,553856
nan,nan,0.0,nan,4328,1127.4514739513397,nan,543,553984,nan,553984
nan,nan,0.0,nan,4329,1127.6879160404205,nan,540,554112,nan,554112
nan,nan,0.0,nan,4330,1127.9257023334503,nan,524,554240,nan,554240
nan,nan,0.0,nan,4331,1128.1706900596619,nan,544,554368,nan,554368
nan,nan,0.0,nan,4332,1128.4066760540009,nan,539,554496,nan,554496
nan,nan,0.0,nan,4333,1128.6452841758728,nan,535,554624,nan,554624
nan,nan,0.0,nan,4334,1128.8855402469635,nan,515,554752,nan,554752
nan,nan,0.0,nan,4335,1129.1349382400513,nan,545,554880,nan,554880
nan,nan,0.0,nan,4336,1129.3706061840057,nan,512,555008,nan,555008
nan,nan,0.0,nan,4337,1129.6214022636414,nan,542,555136,nan,555136
nan,nan,0.0,nan,4338,1129.85889005661,nan,543,555264,nan,555264
nan,nan,0.0,nan,4339,1130.0957441329956,nan,533,555392,nan,555392
nan,nan,0.0,nan,4340,1130.336744070053,nan,541,555520,nan,555520
nan,nan,0.0,nan,4341,1130.574273109436,nan,533,555648,nan,555648
nan,nan,0.0,nan,4342,1130.815455198288,nan,548,555776,nan,555776
nan,nan,0.0,nan,4343,1131.0499060153961,nan,540,555904,nan,555904
nan,nan,0.0,nan,4344,1131.2877440452576,nan,551,556032,nan,556032
nan,nan,0.0,nan,4345,1131.5207512378693,nan,538,556160,nan,556160
nan,nan,0.0,nan,4346,1131.7595810890198,nan,548,556288,nan,556288
nan,nan,0.0,nan,4347,1131.9940450191498,nan,536,556416,nan,556416
nan,nan,0.0,nan,4348,1132.2337441444397,nan,549,556544,nan,556544
nan,nan,0.0,nan,4349,1132.4677183628082,nan,538,556672,nan,556672
nan,nan,0.0,nan,4350,1132.7063879966736,nan,547,556800,nan,556800
nan,nan,0.0,nan,4351,1132.9410309791565,nan,532,556928,nan,556928
nan,nan,0.0,nan,4352,1133.18266415596,nan,550,557056,nan,557056
nan,nan,0.0,nan,4353,1133.416204214096,nan,537,557184,nan,557184
nan,nan,0.0,nan,4354,1133.655436038971,nan,536,557312,nan,557312
nan,nan,0.0,nan,4355,1133.8951439857483,nan,533,557440,nan,557440
nan,nan,0.0,nan,4356,1134.1364359855652,nan,542,557568,nan,557568
nan,nan,0.0,nan,4357,1134.3733870983124,nan,547,557696,nan,557696
nan,nan,0.0,nan,4358,1134.6082491874695,nan,532,557824,nan,557824
nan,nan,0.0,nan,4359,1134.8493361473083,nan,548,557952,nan,557952
nan,nan,0.0,nan,4360,1135.0835871696472,nan,530,558080,nan,558080
nan,nan,0.0,nan,4361,1135.3261189460754,nan,551,558208,nan,558208
nan,nan,0.0,nan,4362,1135.5591659545898,nan,538,558336,nan,558336
nan,nan,0.0,nan,4363,1135.7980020046234,nan,552,558464,nan,558464
nan,nan,0.0,nan,4364,1136.0307910442352,nan,538,558592,nan,558592
nan,nan,0.0,nan,4365,1136.2694890499115,nan,547,558720,nan,558720
nan,nan,0.0,nan,4366,1136.5044062137604,nan,539,558848,nan,558848
nan,nan,0.0,nan,4367,1136.7426099777222,nan,548,558976,nan,558976
nan,nan,0.0,nan,4368,1136.977343082428,nan,539,559104,nan,559104
nan,nan,0.0,nan,4369,1137.2156291007996,nan,547,559232,nan,559232
nan,nan,0.0,nan,4370,1137.4504721164703,nan,510,559360,nan,559360
nan,nan,0.0,nan,4371,1137.7021901607513,nan,550,559488,nan,559488
nan,nan,0.0,nan,4372,1137.9357960224152,nan,538,559616,nan,559616
nan,nan,0.0,nan,4373,1138.1744961738586,nan,534,559744,nan,559744
nan,nan,0.0,nan,4374,1138.4147500991821,nan,540,559872,nan,559872
nan,nan,0.0,nan,4375,1138.6529400348663,nan,539,560000,nan,560000
nan,nan,0.0,nan,4376,1138.8915841579437,nan,539,560128,nan,560128
nan,nan,0.0,nan,4377,1139.1297552585602,nan,526,560256,nan,560256
nan,nan,0.0,nan,4378,1139.374016046524,nan,547,560384,nan,560384
nan,nan,0.0,nan,4379,1139.6092290878296,nan,542,560512,nan,560512
nan,nan,0.0,nan,4380,1139.8461451530457,nan,543,560640,nan,560640
nan,nan,0.0,nan,4381,1140.08278298378,nan,527,560768,nan,560768
nan,nan,0.0,nan,4382,1140.326425075531,nan,544,560896,nan,560896
nan,nan,0.0,nan,4383,1140.5624961853027,nan,538,561024,nan,561024
nan,nan,0.0,nan,4384,1140.8008852005005,nan,549,561152,nan,561152
nan,nan,0.0,nan,4385,1141.0349020957947,nan,537,561280,nan,561280
nan,nan,0.0,nan,4386,1141.2742290496826,nan,549,561408,nan,561408
nan,nan,0.0,nan,4387,1141.508343219757,nan,529,561536,nan,561536
nan,nan,0.0,nan,4388,1141.7509851455688,nan,543,561664,nan,561664
nan,nan,0.0,nan,4389,1141.9874980449677,nan,496,561792,nan,561792
nan,nan,0.0,nan,4390,1142.2470343112946,nan,514,561920,nan,561920
nan,nan,0.0,nan,4391,1142.4968440532684,nan,524,562048,nan,562048
nan,nan,0.0,nan,4392,1142.7419090270996,nan,528,562176,nan,562176
nan,nan,0.0,nan,4393,1142.9848279953003,nan,525,562304,nan,562304
nan,nan,0.0,nan,4394,1143.2294001579285,nan,536,562432,nan,562432
nan,nan,0.0,nan,4395,1143.4689581394196,nan,533,562560,nan,562560
nan,nan,0.0,nan,4396,1143.7100400924683,nan,516,562688,nan,562688
nan,nan,0.0,nan,4397,1143.9591040611267,nan,507,562816,nan,562816
nan,nan,0.0,nan,4398,1144.2120761871338,nan,542,562944,nan,562944
nan,nan,0.0,nan,4399,1144.4494931697845,nan,515,563072,nan,563072
nan,nan,0.0,nan,4400,1144.698958158493,nan,537,563200,nan,563200
nan,nan,0.0,nan,4401,1144.9381651878357,nan,520,563328,nan,563328
nan,nan,0.0,nan,4402,1145.1848540306091,nan,538,563456,nan,563456
nan,nan,0.0,nan,4403,1145.4233400821686,nan,519,563584,nan,563584
nan,nan,0.0,nan,4404,1145.670785188675,nan,542,563712,nan,563712
nan,nan,0.0,nan,4405,1145.9081571102142,nan,531,563840,nan,563840
nan,nan,0.0,nan,4406,1146.149893283844,nan,540,563968,nan,563968
nan,nan,0.0,nan,4407,1146.3877310752869,nan,527,564096,nan,564096
nan,nan,0.0,nan,4408,1146.631599187851,nan,540,564224,nan,564224
nan,nan,0.0,nan,4409,1146.8692543506622,nan,537,564352,nan,564352
nan,nan,0.0,nan,4410,1147.1086690425873,nan,509,564480,nan,564480
nan,nan,0.0,nan,4411,1147.3611919879913,nan,535,564608,nan,564608
nan,nan,0.0,nan,4412,1147.6017422676086,nan,528,564736,nan,564736
nan,nan,0.0,nan,4413,1147.8449130058289,nan,535,564864,nan,564864
nan,nan,0.0,nan,4414,1148.0847640037537,nan,519,564992,nan,564992
nan,nan,0.0,nan,4415,1148.3321311473846,nan,531,565120,nan,565120
nan,nan,0.0,nan,4416,1148.5738451480865,nan,525,565248,nan,565248
nan,nan,0.0,nan,4417,1148.818843126297,nan,530,565376,nan,565376
nan,nan,0.0,nan,4418,1149.0611352920532,nan,529,565504,nan,565504
nan,nan,0.0,nan,4419,1149.303904056549,nan,542,565632,nan,565632
nan,nan,0.0,nan,4420,1149.5409491062164,nan,518,565760,nan,565760
nan,nan,0.0,nan,4421,1149.788861989975,nan,544,565888,nan,565888
nan,nan,0.0,nan,4422,1150.0252759456635,nan,524,566016,nan,566016
nan,nan,0.0,nan,4423,1150.2707152366638,nan,542,566144,nan,566144
nan,nan,0.0,nan,4424,1150.507823228836,nan,534,566272,nan,566272
nan,nan,0.0,nan,4425,1150.748395204544,nan,539,566400,nan,566400
nan,nan,0.0,nan,4426,1150.9867782592773,nan,532,566528,nan,566528
nan,nan,0.0,nan,4427,1151.228303194046,nan,545,566656,nan,566656
nan,nan,0.0,nan,4428,1151.4643251895905,nan,536,566784,nan,566784
nan,nan,0.0,nan,4429,1151.7042570114136,nan,545,566912,nan,566912
nan,nan,0.0,nan,4430,1151.9403312206268,nan,530,567040,nan,567040
nan,nan,0.0,nan,4431,1152.1829221248627,nan,546,567168,nan,567168
nan,nan,0.0,nan,4432,1152.417913198471,nan,533,567296,nan,567296
nan,nan,0.0,nan,4433,1152.659119129181,nan,542,567424,nan,567424
nan,nan,0.0,nan,4434,1152.8958661556244,nan,533,567552,nan,567552
nan,nan,0.0,nan,4435,1153.1372301578522,nan,533,567680,nan,567680
nan,nan,0.0,nan,4436,1153.3780500888824,nan,531,567808,nan,567808
nan,nan,0.0,nan,4437,1153.6210191249847,nan,537,567936,nan,567936
nan,nan,0.0,nan,4438,1153.8603489398956,nan,543,568064,nan,568064
nan,nan,0.0,nan,4439,1154.097136259079,nan,522,568192,nan,568192
nan,nan,0.0,nan,4440,1154.3431129455566,nan,551,568320,nan,568320
nan,nan,0.0,nan,4441,1154.5763919353485,nan,525,568448,nan,568448
nan,nan,0.0,nan,4442,1154.8208980560303,nan,549,568576,nan,568576
nan,nan,0.0,nan,4443,1155.0549211502075,nan,529,568704,nan,568704
nan,nan,0.0,nan,4444,1155.2974021434784,nan,546,568832,nan,568832
nan,nan,0.0,nan,4445,1155.532562971115,nan,529,568960,nan,568960
nan,nan,0.0,nan,4446,1155.7754082679749,nan,546,569088,nan,569088
nan,nan,0.0,nan,4447,1156.0103650093079,nan,537,569216,nan,569216
nan,nan,0.0,nan,4448,1156.2497899532318,nan,547,569344,nan,569344
nan,nan,0.0,nan,4449,1156.4846301078796,nan,532,569472,nan,569472
nan,nan,0.0,nan,4450,1156.7258949279785,nan,547,569600,nan,569600
nan,nan,0.0,nan,4451,1156.9604742527008,nan,538,569728,nan,569728
nan,nan,0.0,nan,4452,1157.1990900039673,nan,553,569856,nan,569856
nan,nan,0.0,nan,4453,1157.431407213211,nan,539,569984,nan,569984
nan,nan,0.0,nan,4454,1157.669515132904,nan,550,570112,nan,570112
nan,nan,0.0,nan,4455,1157.9031093120575,nan,539,570240,nan,570240
nan,nan,0.0,nan,4456,1158.1413791179657,nan,534,570368,nan,570368
nan,nan,0.0,nan,4457,1158.38178896904,nan,525,570496,nan,570496
nan,nan,0.0,nan,4458,1158.6267561912537,nan,545,570624,nan,570624
nan,nan,0.0,nan,4459,1158.8621172904968,nan,545,570752,nan,570752
nan,nan,0.0,nan,4460,1159.0977449417114,nan,538,570880,nan,570880
nan,nan,0.0,nan,4461,1159.3368232250214,nan,549,571008,nan,571008
nan,nan,0.0,nan,4462,1159.5707399845123,nan,525,571136,nan,571136
nan,nan,0.0,nan,4463,1159.8152720928192,nan,551,571264,nan,571264
nan,nan,0.0,nan,4464,1160.0483729839325,nan,527,571392,nan,571392
nan,nan,0.0,nan,4465,1160.2920053005219,nan,539,571520,nan,571520
nan,nan,0.0,nan,4466,1160.5305030345917,nan,535,571648,nan,571648
nan,nan,0.0,nan,4467,1160.7706031799316,nan,545,571776,nan,571776
nan,nan,0.0,nan,4468,1161.0060160160065,nan,536,571904,nan,571904
nan,nan,0.0,nan,4469,1161.2455320358276,nan,548,572032,nan,572032
nan,nan,0.0,nan,4470,1161.4797430038452,nan,526,572160,nan,572160
nan,nan,0.0,nan,4471,1161.7237870693207,nan,549,572288,nan,572288
nan,nan,0.0,nan,4472,1161.957827091217,nan,541,572416,nan,572416
nan,nan,0.0,nan,4473,1162.195407152176,nan,549,572544,nan,572544
nan,nan,0.0,nan,4474,1162.4294443130493,nan,535,572672,nan,572672
nan,nan,0.0,nan,4475,1162.6694390773773,nan,551,572800,nan,572800
nan,nan,0.0,nan,4476,1162.9023759365082,nan,541,572928,nan,572928
nan,nan,0.0,nan,4477,1163.1398780345917,nan,552,573056,nan,573056
nan,nan,0.0,nan,4478,1163.3725781440735,nan,551,573184,nan,573184
nan,nan,0.0,nan,4479,1163.6059410572052,nan,535,573312,nan,573312
nan,nan,0.0,nan,4480,1163.8460512161255,nan,502,573440,nan,573440
nan,nan,0.0,nan,4481,1164.1022090911865,nan,468,573568,nan,573568
nan,nan,0.0,nan,4482,1164.376258134842,nan,530,573696,nan,573696
nan,nan,0.0,nan,4483,1164.6185321807861,nan,539,573824,nan,573824
nan,nan,0.0,nan,4484,1164.8569340705872,nan,546,573952,nan,573952
nan,nan,0.0,nan,4485,1165.0922091007233,nan,531,574080,nan,574080
nan,nan,0.0,nan,4486,1165.3341619968414,nan,521,574208,nan,574208
nan,nan,0.0,nan,4487,1165.5807571411133,nan,518,574336,nan,574336
nan,nan,0.0,nan,4488,1165.8284533023834,nan,534,574464,nan,574464
nan,nan,0.0,nan,4489,1166.0686752796173,nan,540,574592,nan,574592
nan,nan,0.0,nan,4490,1166.3065521717072,nan,549,574720,nan,574720
nan,nan,0.0,nan,4491,1166.5404951572418,nan,541,574848,nan,574848
nan,nan,0.0,nan,4492,1166.7781541347504,nan,549,574976,nan,574976
nan,nan,0.0,nan,4493,1167.0120289325714,nan,543,575104,nan,575104
nan,nan,0.0,nan,4494,1167.2486851215363,nan,549,575232,nan,575232
nan,nan,0.0,nan,4495,1167.4826340675354,nan,538,575360,nan,575360
nan,nan,0.0,nan,4496,1167.7214453220367,nan,550,575488,nan,575488
nan,nan,0.0,nan,4497,1167.9549911022186,nan,537,575616,nan,575616
nan,nan,0.0,nan,4498,1168.1940569877625,nan,536,575744,nan,575744
nan,nan,0.0,nan,4499,1168.4333691596985,nan,539,575872,nan,575872
nan,nan,0.0,nan,4500,1168.6719861030579,nan,550,576000,nan,576000
nan,nan,0.0,nan,4501,1168.905605316162,nan,528,576128,nan,576128
nan,nan,0.0,nan,4502,1169.1486320495605,nan,549,576256,nan,576256
nan,nan,0.0,nan,4503,1169.3824372291565,nan,528,576384,nan,576384
nan,nan,0.0,nan,4504,1169.6259140968323,nan,536,576512,nan,576512
nan,nan,0.0,nan,4505,1169.8656651973724,nan,551,576640,nan,576640
nan,nan,0.0,nan,4506,1170.0987043380737,nan,523,576768,nan,576768
nan,nan,0.0,nan,4507,1170.3442270755768,nan,545,576896,nan,576896
nan,nan,0.0,nan,4508,1170.5799040794373,nan,532,577024,nan,577024
nan,nan,0.0,nan,4509,1170.8213000297546,nan,533,577152,nan,577152
nan,nan,0.0,nan,4510,1171.0622341632843,nan,523,577280,nan,577280
nan,nan,0.0,nan,4511,1171.3077549934387,nan,549,577408,nan,577408
nan,nan,0.0,nan,4512,1171.5417852401733,nan,537,577536,nan,577536
nan,nan,0.0,nan,4513,1171.7810502052307,nan,550,577664,nan,577664
nan,nan,0.0,nan,4514,1172.014701128006,nan,540,577792,nan,577792
nan,nan,0.0,nan,4515,1172.252660036087,nan,503,577920,nan,577920
nan,nan,0.0,nan,4516,1172.507775068283,nan,540,578048,nan,578048
nan,nan,0.0,nan,4517,1172.7458560466766,nan,546,578176,nan,578176
nan,nan,0.0,nan,4518,1172.9813492298126,nan,530,578304,nan,578304
nan,nan,0.0,nan,4519,1173.223925113678,nan,543,578432,nan,578432
nan,nan,0.0,nan,4520,1173.4601421356201,nan,538,578560,nan,578560
nan,nan,0.0,nan,4521,1173.6988911628723,nan,542,578688,nan,578688
nan,nan,0.0,nan,4522,1173.9357662200928,nan,521,578816,nan,578816
nan,nan,0.0,nan,4523,1174.1824913024902,nan,546,578944,nan,578944
nan,nan,0.0,nan,4524,1174.4176499843597,nan,539,579072,nan,579072
nan,nan,0.0,nan,4525,1174.655659198761,nan,548,579200,nan,579200
nan,nan,0.0,nan,4526,1174.8901603221893,nan,513,579328,nan,579328
nan,nan,0.0,nan,4527,1175.1410591602325,nan,526,579456,nan,579456
nan,nan,0.0,nan,4528,1175.3851821422577,nan,454,579584,nan,579584
nan,nan,0.0,nan,4529,1175.6681520938873,nan,505,579712,nan,579712
nan,nan,0.0,nan,4530,1175.9223301410675,nan,526,579840,nan,579840
nan,nan,0.0,nan,4531,1176.1663970947266,nan,537,579968,nan,579968
nan,nan,0.0,nan,4532,1176.4056069850922,nan,534,580096,nan,580096
nan,nan,0.0,nan,4533,1176.6460602283478,nan,540,580224,nan,580224
nan,nan,0.0,nan,4534,1176.8836150169373,nan,524,580352,nan,580352
nan,nan,0.0,nan,4535,1177.129379272461,nan,520,580480,nan,580480
nan,nan,0.0,nan,4536,1177.3764910697937,nan,537,580608,nan,580608
nan,nan,0.0,nan,4537,1177.6154160499573,nan,549,580736,nan,580736
nan,nan,0.0,nan,4538,1177.8491022586823,nan,537,580864,nan,580864
nan,nan,0.0,nan,4539,1178.088014125824,nan,529,580992,nan,580992
nan,nan,0.0,nan,4540,1178.331120967865,nan,551,581120,nan,581120
nan,nan,0.0,nan,4541,1178.564266204834,nan,535,581248,nan,581248
nan,nan,0.0,nan,4542,1178.8040051460266,nan,545,581376,nan,581376
nan,nan,0.0,nan,4543,1179.0393891334534,nan,539,581504,nan,581504
nan,nan,0.0,nan,4544,1179.2776520252228,nan,543,581632,nan,581632
nan,nan,0.0,nan,4545,1179.5144441127777,nan,539,581760,nan,581760
nan,nan,0.0,nan,4546,1179.7525792121887,nan,550,581888,nan,581888
nan,nan,0.0,nan,4547,1179.9861500263214,nan,513,582016,nan,582016
nan,nan,0.0,nan,4548,1180.2365391254425,nan,548,582144,nan,582144
